,0
2998,6
2999,6
3000,6
3001,7
3002,7
3003,7
3004,9
3005,7
3006,5
3007,6
3008,6
3009,8
3010,8
3011,7
3012,6
3013,6
3014,8
3015,8
3016,8
3017,6
3018,7
3019,7
3020,7
3021,8
3022,7
3023,6
3024,6
3025,8
3026,7
3027,7
3028,7
3029,7
3030,7
3031,6
3032,5
3033,6
3034,7
3035,7
3036,7
3037,5
3038,8
3039,7
3040,9
3041,8
3042,8
3043,9
3044,8
3045,7
3046,5
3047,7
3048,7
3049,9
3050,7
3051,7
3052,8
3053,8
3054,8
3055,8
3056,7
3057,6
3058,7
3059,7
3060,7
3061,7
3062,8
3063,8
3064,8
3065,7
3066,5
3067,10
3068,8
3069,6
3070,7
3071,7
3072,6
3073,7
3074,6
3075,6
3076,8
3077,8
3078,7
3079,7
3080,7
3081,8
3082,8
3083,8
3084,7
3085,7
3086,6
3087,6
3088,7
3089,7
3090,8
3091,8
3092,7
3093,8
3094,7
3095,7
3096,5
3097,7
3098,6
3099,5
3100,7
3101,7
3102,7
3103,7
3104,6
3105,5
3106,6
3107,5
3108,6
3109,7
3110,6
3111,7
3112,7
3113,8
3114,9
3115,7
3116,7
3117,7
3118,8
3119,7
3120,10
3121,7
3122,9
3123,8
3124,8
3125,8
3126,7
3127,7
3128,7
3129,8
3130,6
3131,7
3132,8
3133,6
3134,7
3135,8
3136,9
3137,9
3138,7
3139,8
3140,7
3141,8
3142,9
3143,8
3144,9
3145,7
3146,7
3147,7
3148,8
3149,9
3150,8
3151,7
3152,7
3153,7
3154,9
3155,10
3156,9
3157,7
3158,7
3159,10
3160,8
3161,9
3162,7
3163,9
3164,9
3165,9
3166,10
3167,9
3168,9
3169,9
3170,9
3171,7
3172,9
3173,9
3174,7
3175,7
3176,7
3177,6
3178,7
3179,10
3180,11
3181,9
3182,8
3183,8
3184,7
3185,8
3186,8
3187,8
3188,7
3189,6
3190,9
3191,11
3192,9
3193,7
3194,7
3195,8
3196,8
3197,7
3198,7
3199,7
3200,9
3201,9
3202,9
3203,10
3204,10
3205,7
3206,6
3207,6
3208,6
3209,7
3210,8
3211,12
3212,8
3213,8
3214,10
3215,12
3216,14
3217,9
3218,8
3219,10
3220,10
3221,10
3222,9
3223,8
3224,7
3225,7
3226,7
3227,8
3228,8
3229,7
3230,7
3231,8
3232,8
3233,9
3234,10
3235,10
3236,9
3237,9
3238,7
3239,7
3240,9
3241,9
3242,8
3243,9
3244,9
3245,9
3246,8
3247,7
3248,7
3249,8
3250,9
3251,9
3252,9
3253,9
3254,9
3255,11
3256,11
3257,9
3258,8
3259,8
3260,7
3261,7
3262,8
3263,8
3264,7
3265,6
3266,6
3267,7
3268,7
3269,8
3270,7
3271,7
3272,6
3273,8
3274,7
3275,6
3276,7
3277,8
3278,7
3279,8
3280,6
3281,6
3282,8
3283,7
3284,8
3285,6
3286,8
3287,8
3288,6
3289,7
3290,9
3291,8
3292,7
3293,8
3294,9
3295,7
3296,9
3297,8
3298,6
3299,8
3300,7
3301,8
3302,8
3303,7
3304,9
3305,9
3306,7
3307,8
3308,8
3309,9
3310,8
3311,9
3312,10
3313,8
3314,8
3315,8
3316,8
3317,10
3318,9
3319,8
3320,8
3321,9
3322,9
3323,9
3324,12
3325,12
3326,8
3327,9
3328,11
3329,13
3330,11
3331,9
3332,10
3333,9
3334,7
3335,12
3336,13
3337,10
3338,8
3339,9
3340,8
3341,10
3342,8
3343,7
3344,9
3345,8
3346,7
3347,6
3348,7
3349,7
3350,8
3351,7
3352,7
3353,7
3354,7
3355,7
3356,8
3357,7
3358,7
3359,6
3360,6
3361,6
3362,7
3363,7
3364,7
3365,6
3366,7
3367,8
3368,8
3369,10
3370,8
3371,7
3372,8
3373,8
3374,8
3375,7
3376,8
3377,7
3378,8
3379,8
3380,8
3381,8
3382,8
3383,8
3384,8
3385,9
3386,9
3387,8
3388,9
3389,9
3390,7
3391,8
3392,7
3393,6
3394,7
3395,6
3396,7
3397,9
3398,8
3399,8
3400,8
3401,6
3402,5
3403,8
3404,7
3405,8
3406,9
3407,6
3408,7
3409,7
3410,9
3411,6
3412,6
3413,8
3414,8
3415,8
3416,7
3417,9
3418,7
3419,8
3420,8
3421,7
3422,9
3423,10
3424,8
3425,7
3426,8
3427,8
3428,8
3429,8
3430,8
3431,6
3432,7
3433,8
3434,8
3435,8
3436,9
3437,8
3438,9
3439,8
3440,8
3441,8
3442,8
3443,10
3444,9
3445,9
3446,8
3447,6
3448,8
3449,6
3450,5
3451,7
3452,5
3453,8
3454,9
3455,9
3456,7
3457,7
3458,8
3459,6
3460,5
3461,6
3462,9
3463,7
3464,6
3465,6
3466,5
3467,5
3468,6
3469,8
3470,7
3471,7
3472,6
3473,7
3474,8
3475,7
3476,7
3477,9
3478,10
3479,9
3480,6
3481,6
3482,8
3483,7
3484,7
3485,7
3486,5
3487,8
3488,7
3489,6
3490,5
3491,6
3492,7
3493,8
3494,7
3495,9
3496,9
3497,7
3498,8
3499,8
3500,8
3501,7
3502,9
3503,8
3504,10
3505,8
3506,8
3507,8
3508,7
3509,7
3510,8
3511,7
3512,8
3513,7
3514,7
3515,8
3516,8
3517,6
3518,6
3519,7
3520,5
3521,4
3522,6
3523,8
3524,6
3525,6
3526,7
3527,5
3528,7
3529,9
3530,7
3531,8
3532,8
3533,6
3534,7
3535,8
3536,6
3537,8
3538,8
3539,7
3540,8
3541,10
3542,8
3543,7
3544,8
3545,7
3546,7
3547,9
3548,8
3549,5
3550,5
3551,6
3552,5
3553,4
3554,6
3555,8
3556,6
3557,7
3558,7
3559,8
3560,11
3561,8
3562,6
3563,8
3564,10
3565,8
3566,7
3567,8
3568,9
3569,7
3570,7
3571,7
3572,8
3573,6
3574,7
3575,8
3576,9
3577,9
3578,8
3579,8
3580,10
3581,8
3582,8
3583,8
3584,8
3585,8
3586,9
3587,7
3588,7
3589,7
3590,6
3591,7
3592,8
3593,6
3594,6
3595,7
3596,6
3597,7
3598,6
3599,6
3600,8
3601,9
3602,9
3603,9
3604,7
3605,9
3606,8
3607,8
3608,7
3609,9
3610,9
3611,6
3612,7
3613,8
3614,9
3615,9
3616,8
3617,7
3618,8
3619,8
3620,8
3621,7
3622,8
3623,7
3624,6
3625,7
3626,8
3627,8
3628,7
3629,7
3630,8
3631,7
3632,8
3633,6
3634,6
3635,7
3636,6
3637,7
3638,5
3639,9
3640,8
3641,6
3642,7
3643,6
3644,8
3645,8
3646,7
3647,7
3648,8
3649,6
3650,7
3651,7
3652,8
3653,7
3654,7
3655,9
3656,9
3657,7
3658,7
3659,8
3660,9
3661,8
3662,7
3663,8
3664,8
3665,8
3666,9
3667,7
3668,8
3669,9
3670,9
3671,8
3672,9
3673,7
3674,9
3675,8
3676,8
3677,9
3678,8
3679,9
3680,9
3681,8
3682,9
3683,7
3684,8
3685,7
3686,9
3687,7
3688,8
3689,9
3690,8
3691,7
3692,8
3693,7
3694,8
3695,9
3696,9
3697,7
3698,8
3699,9
3700,8
3701,9
3702,11
3703,10
3704,8
3705,8
3706,9
3707,8
3708,8
3709,8
3710,7
3711,7
3712,8
3713,9
3714,8
3715,8
3716,8
3717,7
3718,8
3719,7
3720,8
3721,7
3722,7
3723,7
3724,7
3725,7
3726,7
3727,7
3728,7
3729,9
3730,8
3731,8
3732,8
3733,7
3734,8
3735,7
3736,9
3737,9
3738,8
3739,9
3740,9
3741,7
3742,8
3743,8
3744,8
3745,7
3746,8
3747,7
3748,7
3749,7
3750,8
3751,9
3752,7
3753,7
3754,9
3755,9
3756,8
3757,8
3758,7
3759,7
3760,7
3761,9
3762,8
3763,7
3764,7
3765,9
3766,7
3767,8
3768,9
3769,8
3770,9
3771,8
3772,8
3773,7
3774,7
3775,8
3776,8
3777,7
3778,9
3779,8
3780,9
3781,9
3782,8
3783,9
3784,9
3785,6
3786,7
3787,8
3788,8
3789,9
3790,9
3791,9
3792,8
3793,9
3794,8
3795,7
3796,8
3797,9
3798,10
3799,9
3800,8
3801,9
3802,9
3803,10
3804,9
3805,10
3806,9
3807,9
3808,8
3809,8
3810,7
3811,7
3812,10
3813,8
3814,9
3815,8
3816,9
3817,10
3818,9
3819,8
3820,8
3821,9
3822,9
3823,10
3824,9
3825,10
3826,8
3827,8
3828,7
3829,10
3830,9
3831,9
3832,9
3833,8
3834,9
3835,7
3836,8
3837,8
3838,9
3839,10
3840,9
3841,9
3842,9
3843,9
3844,7
3845,9
3846,9
3847,8
3848,9
3849,9
3850,9
3851,8
3852,9
3853,9
3854,7
3855,9
3856,9
3857,8
3858,8
3859,9
3860,8
3861,7
3862,9
3863,10
3864,8
3865,10
3866,9
3867,9
3868,9
3869,9
3870,9
3871,9
3872,10
3873,8
3874,8
3875,8
3876,9
3877,9
3878,8
3879,10
3880,10
3881,9
3882,9
3883,8
3884,10
3885,8
3886,9
3887,8
3888,9
3889,8
3890,9
3891,9
3892,8
3893,10
3894,9
3895,8
3896,8
3897,8
3898,10
3899,8
3900,9
3901,8
3902,8
3903,8
3904,9
3905,9
3906,8
3907,8
3908,8
3909,8
3910,9
3911,9
3912,9
3913,8
3914,8
3915,9
3916,9
3917,8
3918,7
3919,7
3920,9
3921,9
3922,8
3923,9
3924,7
3925,9
3926,8
3927,7
3928,8
3929,8
3930,9
3931,9
3932,8
3933,8
3934,9
3935,7
3936,7
3937,6
3938,7
3939,8
3940,9
3941,8
3942,10
3943,12
3944,10
3945,7
3946,8
3947,6
3948,6
3949,8
3950,7
3951,6
3952,6
3953,8
3954,11
3955,12
3956,7
3957,7
3958,8
3959,9
3960,7
3961,7
3962,7
3963,7
3964,7
3965,8
3966,7
3967,7
3968,8
3969,8
3970,8
3971,7
3972,6
3973,6
3974,6
3975,6
3976,6
3977,6
3978,7
3979,6
3980,6
3981,7
3982,7
3983,6
3984,7
3985,7
3986,5
3987,6
3988,7
3989,5
3990,6
3991,9
3992,7
3993,6
3994,6
3995,6
3996,7
3997,5
3998,5
3999,7
4000,8
4001,8
4002,5
4003,5
4004,6
4005,6
4006,8
4007,7
4008,7
4009,7
4010,6
4011,7
4012,8
4013,8
4014,6
4015,7
4016,6
4017,7
4018,7
4019,7
4020,9
4021,7
4022,6
4023,5
4024,8
4025,7
4026,6
4027,7
4028,7
4029,6
4030,7
4031,6
4032,6
4033,5
4034,6
4035,6
4036,7
4037,7
4038,7
4039,6
4040,7
4041,6
4042,6
4043,6
4044,6
4045,6
4046,8
4047,8
4048,6
4049,5
4050,6
4051,8
4052,7
4053,7
4054,7
4055,6
4056,7
4057,8
4058,8
4059,7
4060,7
4061,7
4062,7
4063,8
4064,6
4065,6
4066,9
4067,8
4068,6
4069,6
4070,7
4071,9
4072,7
4073,6
4074,6
4075,6
4076,7
4077,8
4078,6
4079,5
4080,6
4081,7
4082,7
4083,6
4084,8
4085,7
4086,8
4087,7
4088,7
4089,7
4090,6
4091,7
4092,9
4093,8
4094,7
4095,8
4096,8
4097,9
4098,8
4099,7
4100,7
4101,6
4102,8
4103,7
4104,6
4105,8
4106,8
4107,8
4108,7
4109,6
4110,7
4111,8
4112,7
4113,7
4114,8
4115,7
4116,6
4117,8
4118,11
4119,9
4120,7
4121,8
4122,8
4123,8
4124,7
4125,8
4126,8
4127,9
4128,8
4129,8
4130,8
4131,8
4132,8
4133,8
4134,8
4135,7
4136,7
4137,6
4138,7
4139,8
4140,8
4141,8
4142,8
4143,8
4144,8
4145,7
4146,7
4147,8
4148,7
4149,7
4150,6
4151,7
4152,7
4153,8
4154,7
4155,5
4156,7
4157,8
4158,8
4159,8
4160,7
4161,7
4162,9
4163,9
4164,7
4165,8
4166,8
4167,7
4168,5
4169,7
4170,7
4171,8
4172,8
4173,8
4174,8
4175,8
4176,8
4177,9
4178,10
4179,8
4180,7
4181,8
4182,8
4183,8
4184,5
4185,6
4186,8
4187,8
4188,7
4189,9
4190,6
4191,8
4192,9
4193,8
4194,9
4195,9
4196,7
4197,9
4198,9
4199,7
4200,7
4201,7
4202,8
4203,8
4204,8
4205,8
4206,7
4207,6
4208,8
4209,6
4210,7
4211,7
4212,8
4213,7
4214,7
4215,7
4216,8
4217,9
4218,8
4219,8
4220,8
4221,8
4222,8
4223,7
4224,9
4225,8
4226,6
4227,7
4228,7
4229,7
4230,8
4231,9
4232,8
4233,8
4234,9
4235,9
4236,6
4237,7
4238,8
4239,8
4240,6
4241,8
4242,7
4243,8
4244,8
4245,8
4246,7
4247,9
4248,8
4249,8
4250,7
4251,7
4252,8
4253,7
4254,9
4255,9
4256,7
4257,7
4258,8
4259,6
4260,5
4261,6
4262,7
4263,8
4264,8
4265,8
4266,7
4267,7
4268,8
4269,7
4270,7
4271,6
4272,7
4273,7
4274,7
4275,9
4276,8
4277,8
4278,8
4279,9
4280,9
4281,8
4282,7
4283,7
4284,8
4285,8
4286,7
4287,8
4288,7
4289,6
4290,7
4291,7
4292,9
4293,8
4294,8
4295,8
4296,8
4297,8
4298,9
4299,9
4300,7
4301,6
4302,8
4303,8
4304,8
4305,7
4306,8
4307,8
4308,7
4309,10
4310,8
4311,6
4312,5
4313,8
4314,9
4315,7
4316,8
4317,8
4318,8
4319,7
4320,10
4321,8
4322,8
4323,9
4324,8
4325,8
4326,8
4327,6
4328,8
4329,7
4330,7
4331,8
4332,7
4333,8
4334,7
4335,8
4336,8
4337,7
4338,7
4339,8
4340,9
4341,6
4342,7
4343,6
4344,8
4345,7
4346,6
4347,7
4348,6
4349,8
4350,8
4351,8
4352,7
4353,8
4354,8
4355,8
4356,7
4357,7
4358,8
4359,8
4360,8
4361,6
4362,6
4363,7
4364,7
4365,7
4366,5
4367,6
4368,7
4369,7
4370,7
4371,6
4372,6
4373,5
4374,6
4375,7
4376,7
4377,6
4378,8
4379,7
4380,8
4381,7
4382,8
4383,7
4384,6
4385,7
4386,6
4387,7
4388,5
4389,6
4390,8
4391,8
4392,8
4393,7
4394,9
4395,6
4396,7
4397,8
4398,7
4399,6
4400,8
4401,8
4402,7
4403,7
4404,7
4405,7
4406,7
4407,7
4408,8
4409,8
4410,7
4411,9
4412,8
4413,7
4414,7
4415,8
4416,8
4417,8
4418,7
4419,7
4420,7
4421,6
4422,8
4423,7
4424,8
4425,8
4426,8
4427,6
4428,6
4429,8
4430,7
4431,8
4432,7
4433,5
4434,7
4435,7
4436,7
4437,7
4438,7
4439,6
4440,8
4441,8
4442,7
4443,8
4444,6
4445,7
4446,7
4447,6
4448,6
4449,7
4450,8
4451,8
4452,7
4453,6
4454,6
4455,8
4456,7
4457,8
4458,8
4459,6
4460,6
4461,7
4462,7
4463,7
4464,7
4465,7
4466,7
4467,5
4468,6
4469,7
4470,8
4471,8
4472,6
4473,6
4474,7
4475,7
4476,8
4477,8
4478,6
4479,7
4480,7
4481,7
4482,6
4483,5
4484,8
4485,8
4486,8
4487,7
4488,7
4489,7
4490,6
4491,7
4492,6
4493,7
4494,7
4495,7
4496,6
4497,6
4498,6
4499,7
4500,7
4501,8
4502,7
4503,6
4504,6
4505,7
4506,7
4507,6
4508,8
4509,8
4510,8
4511,7
4512,8
4513,6
4514,7
4515,7
4516,8
4517,8
4518,7
4519,7
4520,9
4521,10
4522,7
4523,7
4524,8
4525,8
4526,7
4527,6
4528,7
4529,6
4530,8
4531,8
4532,8
4533,6
4534,6
4535,7
4536,7
4537,6
4538,6
4539,6
4540,5
4541,5
4542,7
4543,7
4544,6
4545,7
4546,8
4547,8
4548,6
4549,7
4550,7
4551,6
4552,6
4553,6
4554,6
4555,6
4556,6
4557,7
4558,8
4559,6
4560,7
4561,8
4562,7
4563,8
4564,6
4565,6
4566,6
4567,5
4568,6
4569,7
4570,8
4571,8
4572,8
4573,7
4574,6
4575,6
4576,7
4577,7
4578,6
4579,6
4580,7
4581,5
4582,6
4583,7
4584,8
4585,8
4586,8
4587,7
4588,6
4589,6
4590,7
4591,6
4592,6
4593,6
4594,6
4595,7
4596,8
4597,9
4598,8
4599,7
4600,7
4601,8
4602,9
4603,5
4604,5
4605,7
4606,9
4607,7
4608,7
4609,9
4610,9
4611,12
4612,8
4613,7
4614,7
4615,7
4616,6
4617,5
4618,5
4619,6
4620,5
4621,7
4622,5
4623,6
4624,6
4625,6
4626,8
4627,7
4628,5
4629,6
4630,8
4631,7
4632,4
4633,6
4634,5
4635,8
4636,7
4637,6
4638,8
4639,8
4640,7
4641,8
4642,8
4643,9
4644,9
4645,9
4646,9
4647,9
4648,8
4649,9
4650,9
4651,9
4652,7
4653,8
4654,9
4655,8
4656,9
4657,7
4658,8
4659,7
4660,7
4661,9
4662,10
4663,9
4664,9
4665,10
4666,9
4667,9
4668,9
4669,9
4670,8
4671,10
4672,10
4673,9
4674,9
4675,10
4676,9
4677,8
4678,9
4679,8
4680,8
4681,9
4682,9
4683,9
4684,11
4685,16
4686,13
4687,9
4688,10
4689,9
4690,10
4691,9
4692,10
4693,9
4694,8
4695,9
4696,9
4697,9
4698,8
4699,9
4700,8
4701,6
4702,7
4703,9
4704,9
4705,8
4706,10
4707,9
4708,7
4709,8
4710,8
4711,9
4712,8
4713,8
4714,7
4715,9
4716,8
4717,9
4718,11
4719,9
4720,9
4721,9
4722,8
4723,10
4724,9
4725,9
4726,8
4727,7
4728,7
4729,8
4730,8
4731,8
4732,8
4733,9
4734,8
4735,7
4736,8
4737,7
4738,8
4739,8
4740,8
4741,9
4742,9
4743,9
4744,8
4745,10
4746,12
4747,7
4748,9
4749,10
4750,8
4751,7
4752,9
4753,8
4754,8
4755,6
4756,8
4757,6
4758,6
4759,7
4760,7
4761,9
4762,10
4763,9
4764,11
4765,10
4766,9
4767,8
4768,9
4769,8
4770,7
4771,9
4772,8
4773,8
4774,9
4775,8
4776,9
4777,7
4778,6
4779,7
4780,6
4781,6
4782,7
4783,7
4784,7
4785,7
4786,7
4787,6
4788,6
4789,8
4790,5
4791,6
4792,6
4793,8
4794,7
4795,8
4796,8
4797,8
4798,8
4799,7
4800,7
4801,8
4802,8
4803,6
4804,7
4805,6
4806,9
4807,6
4808,6
4809,6
4810,6
4811,8
4812,6
4813,6
4814,9
4815,7
4816,7
4817,7
4818,7
4819,6
4820,7
4821,6
4822,7
4823,8
4824,9
4825,8
4826,7
4827,8
4828,9
4829,8
4830,8
4831,8
4832,7
4833,9
4834,9
4835,9
4836,10
4837,7
4838,8
4839,8
4840,7
4841,7
4842,7
4843,6
4844,6
4845,7
4846,8
4847,7
4848,8
4849,9
4850,8
4851,7
4852,8
4853,7
4854,7
4855,7
4856,6
4857,6
4858,5
4859,6
4860,6
4861,7
4862,8
4863,8
4864,6
4865,7
4866,7
4867,7
4868,5
4869,6
4870,4
4871,6
4872,6
4873,7
4874,5
4875,6
4876,6
4877,5
4878,6
4879,5
4880,7
4881,5
4882,5
4883,6
4884,6
4885,8
4886,8
4887,7
4888,6
4889,8
4890,8
4891,8
4892,7
4893,8
4894,8
4895,8
4896,8
4897,8
4898,8
4899,8
4900,6
4901,7
4902,7
4903,8
4904,8
4905,7
4906,8
4907,8
4908,7
4909,7
4910,7
4911,7
4912,6
4913,7
4914,8
4915,7
4916,6
4917,6
4918,7
4919,7
4920,6
4921,6
4922,7
4923,7
4924,6
4925,8
4926,7
4927,8
4928,8
4929,6
4930,6
4931,7
4932,7
4933,7
4934,7
4935,7
4936,7
4937,7
4938,7
4939,7
4940,7
4941,6
4942,7
4943,7
4944,7
4945,7
4946,7
4947,7
4948,7
4949,7
4950,6
4951,6
4952,6
4953,8
4954,7
4955,7
4956,8
4957,8
4958,7
4959,8
4960,5
4961,6
4962,5
4963,9
4964,7
4965,5
4966,7
4967,7
4968,6
4969,6
4970,7
4971,10
4972,7
4973,7
4974,7
4975,9
4976,8
4977,8
4978,8
4979,9
4980,8
4981,7
4982,7
4983,6
4984,8
4985,7
4986,7
4987,6
4988,7
4989,6
4990,7
4991,7
4992,6
4993,7
4994,6
4995,6
4996,7
4997,7
4998,6
4999,7
5000,8
5001,7
5002,7
5003,7
5004,8
5005,7
5006,6
5007,6
5008,6
5009,6
5010,7
5011,5
5012,7
5013,7
5014,8
5015,7
5016,6
5017,8
5018,8
5019,7
5020,5
5021,6
5022,5
5023,5
5024,7
5025,7
5026,7
5027,8
5028,7
5029,7
5030,7
5031,6
5032,7
5033,7
5034,7
5035,7
5036,6
5037,8
5038,8
5039,6
5040,7
5041,8
5042,6
5043,7
5044,8
5045,7
5046,8
5047,8
5048,7
5049,7
5050,6
5051,7
5052,8
5053,6
5054,7
5055,7
5056,8
5057,8
5058,7
5059,8
5060,8
5061,8
5062,8
5063,8
5064,8
5065,7
5066,8
5067,8
5068,8
5069,8
5070,7
5071,7
5072,9
5073,7
5074,7
5075,8
5076,7
5077,7
5078,7
5079,6
5080,6
5081,7
5082,8
5083,7
5084,8
5085,9
5086,8
5087,7
5088,8
5089,8
5090,8
5091,6
5092,6
5093,6
5094,8
5095,6
5096,7
5097,7
5098,7
5099,6
5100,7
5101,8
5102,7
5103,9
5104,6
5105,7
5106,8
5107,7
5108,5
5109,7
5110,6
5111,8
5112,8
5113,8
5114,7
5115,7
5116,7
5117,7
5118,6
5119,7
5120,5
5121,5
5122,7
5123,8
5124,8
5125,8
5126,7
5127,6
5128,7
5129,6
5130,6
5131,7
5132,7
5133,7
5134,6
5135,4
5136,7
5137,7
5138,7
5139,9
5140,8
5141,7
5142,8
5143,8
5144,5
5145,6
5146,6
5147,8
5148,7
5149,6
5150,7
5151,8
5152,8
5153,6
5154,6
5155,8
5156,6
5157,5
5158,8
5159,9
5160,8
5161,6
5162,8
5163,8
5164,8
5165,7
5166,7
5167,8
5168,7
5169,6
5170,7
5171,7
5172,6
5173,5
5174,5
5175,7
5176,7
5177,6
5178,6
5179,6
5180,8
5181,6
5182,6
5183,5
5184,4
5185,7
5186,8
5187,6
5188,7
5189,5
5190,5
5191,6
5192,7
5193,6
5194,7
5195,7
5196,8
5197,8
5198,7
5199,6
5200,6
5201,7
5202,9
5203,8
5204,7
5205,6
5206,6
5207,7
5208,8
5209,8
5210,7
5211,6
5212,7
5213,7
5214,8
5215,8
5216,7
5217,6
5218,8
5219,8
5220,8
5221,7
5222,7
5223,8
5224,9
5225,7
5226,6
5227,6
5228,7
5229,8
5230,6
5231,7
5232,6
5233,5
5234,7
5235,7
5236,6
5237,7
5238,8
5239,8
5240,6
5241,8
5242,8
5243,8
5244,8
5245,6
5246,6
5247,6
5248,5
5249,7
5250,6
5251,7
5252,9
5253,8
5254,8
5255,8
5256,4
5257,6
5258,8
5259,8
5260,7
5261,9
5262,10
5263,10
5264,10
5265,9
5266,10
5267,10
5268,9
5269,8
5270,10
5271,8
5272,9
5273,9
5274,10
5275,10
5276,8
5277,10
5278,9
5279,9
5280,9
5281,9
5282,9
5283,9
5284,9
5285,9
5286,9
5287,8
5288,9
5289,9
5290,8
5291,8
5292,10
5293,9
5294,11
5295,10
5296,8
5297,10
5298,8
5299,8
5300,8
5301,9
5302,8
5303,10
5304,8
5305,9
5306,10
5307,8
5308,9
5309,8
5310,9
5311,8
5312,9
5313,9
5314,9
5315,10
5316,8
5317,10
5318,10
5319,10
5320,10
5321,10
5322,8
5323,9
5324,10
5325,15
5326,20
5327,17
5328,19
5329,18
5330,17
5331,21
5332,21
5333,19
5334,21
5335,20
5336,17
5337,18
5338,18
5339,19
5340,15
5341,13
5342,12
5343,12
5344,13
5345,12
5346,13
5347,12
5348,10
5349,12
5350,10
5351,10
5352,11
5353,13
5354,13
5355,11
5356,11
5357,12
5358,10
5359,10
5360,10
5361,11
5362,11
5363,11
5364,12
5365,11
5366,13
5367,13
5368,12
5369,12
5370,12
5371,12
5372,11
5373,12
5374,12
5375,13
5376,13
5377,12
5378,15
5379,15
5380,13
5381,13
5382,12
5383,12
5384,12
5385,11
5386,11
5387,12
5388,11
5389,11
5390,11
5391,11
5392,14
5393,13
5394,12
5395,12
5396,11
5397,12
5398,13
5399,14
5400,12
5401,12
5402,10
5403,11
5404,12
5405,11
5406,12
5407,13
5408,11
5409,9
5410,8
5411,9
5412,11
5413,11
5414,11
5415,10
5416,10
5417,9
5418,10
5419,10
5420,10
5421,11
5422,9
5423,9
5424,11
5425,9
5426,10
5427,9
5428,7
5429,9
5430,12
5431,11
5432,9
5433,11
5434,10
5435,9
5436,9
5437,10
5438,11
5439,10
5440,11
5441,12
5442,11
5443,10
5444,10
5445,11
5446,11
5447,9
5448,10
5449,10
5450,11
5451,10
5452,10
5453,8
5454,8
5455,10
5456,10
5457,7
5458,8
5459,10
5460,8
5461,8
5462,9
5463,9
5464,8
5465,8
5466,9
5467,9
5468,11
5469,11
5470,12
5471,10
5472,7
5473,8
5474,8
5475,8
5476,10
5477,9
5478,9
5479,9
5480,6
5481,7
5482,7
5483,7
5484,7
5485,9
5486,10
5487,7
5488,7
5489,7
5490,7
5491,11
5492,11
5493,8
5494,9
5495,11
5496,11
5497,9
5498,9
5499,8
5500,9
5501,8
5502,8
5503,8
5504,7
5505,8
5506,9
5507,8
5508,6
5509,7
5510,7
5511,8
5512,9
5513,6
5514,7
5515,9
5516,8
5517,7
5518,8
5519,7
5520,8
5521,8
5522,8
5523,9
5524,9
5525,8
5526,9
5527,9
5528,9
5529,9
5530,8
5531,8
5532,8
5533,8
5534,7
5535,9
5536,11
5537,9
5538,8
5539,8
5540,8
5541,7
5542,9
5543,9
5544,7
5545,9
5546,9
5547,8
5548,9
5549,7
5550,7
5551,9
5552,9
5553,7
5554,7
5555,8
5556,9
5557,6
5558,8
5559,8
5560,9
5561,8
5562,8
5563,9
5564,9
5565,8
5566,7
5567,8
5568,9
5569,8
5570,7
5571,8
5572,8
5573,8
5574,9
5575,10
5576,9
5577,9
5578,7
5579,8
5580,8
5581,8
5582,8
5583,9
5584,9
5585,10
5586,10
5587,10
5588,8
5589,7
5590,8
5591,9
5592,8
5593,9
5594,9
5595,8
5596,8
5597,7
5598,7
5599,8
5600,9
5601,9
5602,8
5603,8
5604,8
5605,9
5606,10
5607,9
5608,10
5609,10
5610,7
5611,8
5612,8
5613,9
5614,7
5615,9
5616,7
5617,7
5618,8
5619,10
5620,10
5621,11
5622,11
5623,11
5624,15
5625,19
5626,19
5627,13
5628,10
5629,9
5630,8
5631,7
5632,8
5633,9
5634,7
5635,8
5636,7
5637,8
5638,7
5639,9
5640,8
5641,8
5642,10
5643,8
5644,7
5645,10
5646,8
5647,8
5648,7
5649,8
5650,9
5651,10
5652,10
5653,7
5654,8
5655,9
5656,9
5657,8
5658,8
5659,8
5660,9
5661,8
5662,8
5663,9
5664,7
5665,8
5666,7
5667,8
5668,8
5669,9
5670,8
5671,8
5672,9
5673,8
5674,9
5675,10
5676,10
5677,10
5678,9
5679,8
5680,10
5681,9
5682,11
5683,10
5684,7
5685,8
5686,7
5687,8
5688,9
5689,8
5690,8
5691,8
5692,8
5693,9
5694,8
5695,8
5696,9
5697,8
5698,8
5699,8
5700,9
5701,10
5702,9
5703,10
5704,9
5705,9
5706,8
5707,12
5708,13
5709,9
5710,10
5711,7
5712,10
5713,9
5714,9
5715,9
5716,8
5717,8
5718,8
5719,9
5720,9
5721,10
5722,10
5723,10
5724,10
5725,9
5726,9
5727,10
5728,10
5729,9
5730,9
5731,10
5732,10
5733,9
5734,9
5735,10
5736,10
5737,8
5738,13
5739,14
5740,10
5741,8
5742,9
5743,8
5744,8
5745,8
5746,9
5747,9
5748,10
5749,10
5750,9
5751,8
5752,10
5753,10
5754,9
5755,9
5756,8
5757,8
5758,8
5759,10
5760,10
5761,10
5762,10
5763,10
5764,8
5765,8
5766,8
5767,8
5768,10
5769,10
5770,9
5771,9
5772,9
5773,8
5774,9
5775,8
5776,9
5777,9
5778,7
5779,9
5780,10
5781,9
5782,8
5783,9
5784,9
5785,9
5786,10
5787,9
5788,9
5789,9
5790,8
5791,8
5792,10
5793,9
5794,7
5795,7
5796,9
